,Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments
181,2014/8/27 12:51,29,2,27,NA,1,1,0,1,5,2,2,1,1,2,2,2,1,1,1,1,3,1,3,2,1,NA
182,2014/8/27 12:51,26,1,21,NA,2,1,0,4,5,1,1,1,1,2,2,1,3,1,1,2,2,2,2,1,1,NA
183,2014/8/27 12:51,28,1,45,NA,1,1,0,1,3,1,2,2,1,2,1,3,3,2,2,3,3,1,1,1,1,NA
184,2014/8/27 12:51,45,2,46,CA,1,1,1,4,6,1,2,2,2,1,1,1,1,3,3,2,2,2,2,1,1,NA
185,2014/8/27 12:52,43,2,46,WA,1,2,1,2,6,2,2,3,2,2,1,1,4,3,1,1,1,2,2,2,1,NA
186,2014/8/27 12:52,37,2,46,MA,1,1,0,NA,4,2,2,3,1,2,2,1,1,3,2,2,1,1,3,2,1,NA
187,2014/8/27 12:52,24,2,45,NA,1,1,0,4,5,1,2,2,1,2,1,1,3,1,2,2,3,1,3,3,1,NA
188,2014/8/27 12:53,26,2,16,NA,1,1,0,NA,5,2,2,1,3,2,2,1,3,2,2,2,1,2,1,3,1,NA
189,2014/8/27 12:53,23,2,45,NA,1,2,0,NA,1,2,2,2,1,2,2,1,1,2,2,2,3,1,3,1,1,NA
190,2014/8/27 12:53,35,1,46,CA,1,2,1,1,6,1,2,3,2,1,2,3,3,1,2,1,1,2,2,1,1,NA
191,2014/8/27 12:53,38,1,40,NA,2,2,1,2,1,2,2,1,3,2,2,3,3,1,1,2,2,2,1,1,2,NA
192,2014/8/27 12:53,28,2,46,MI,1,2,1,4,3,1,2,3,1,2,2,1,3,1,1,2,1,2,1,2,1,NA
193,2014/8/27 12:54,28,2,37,NA,1,1,0,4,3,1,2,1,1,2,2,1,1,3,1,1,1,2,1,1,1,NA
194,2014/8/27 12:54,35,2,46,CA,1,1,1,3,5,1,2,1,1,2,2,3,1,2,2,2,3,2,2,1,1,NA
195,2014/8/27 12:54,32,1,18,NA,1,1,0,4,2,1,2,1,1,2,2,1,4,3,3,2,1,2,2,2,2,Too many people even especially IT considered mental health issues as a choice or something people can freely act about. You are depressed: take vacation. You feel weird: admit it is physical (otherwise it is not serious) go and see a doctor (and if you are on sick leave too many days you will get fired). You don't feel good today: take a holiday but don't work from home. In startup there is what I call the tyranny of happiness: you have to look happy to be accepted and to be worked with. At some point playing a role can definitely make the mental health issue worse and it is also a threat to diversity :(I don't like to call mental health issues an issue but actually when it comes to company field it too often becomes an issue and this is sad because working is sometimes better than medication. It is a vicious circle: people are scared of speaking about it so they don't inform their coworkers about what mental health is for real and so coworkers are so scared on a regular basis that the people with mental health issues keep it for themselves. 
196,2014/8/27 12:54,31,2,24,NA,2,2,0,1,5,1,2,1,1,2,2,1,3,1,1,2,2,2,1,1,1,NA
197,2014/8/27 12:55,35,1,46,NY,1,1,0,1,4,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,NA
198,2014/8/27 12:55,26,2,46,CA,1,1,0,3,6,1,2,3,1,2,2,3,3,2,2,2,3,2,1,2,1,NA
199,2014/8/27 12:56,27,2,46,TN,1,2,0,NA,5,2,2,3,3,2,2,1,3,1,1,2,2,2,1,3,1,NA
200,2014/8/27 12:56,28,2,45,NA,1,2,1,4,6,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,NA
201,2014/8/27 12:57,27,1,46,OR,1,2,1,4,3,1,2,3,1,2,2,1,5,2,2,2,2,2,2,3,1,My seniority at the company and rapport with the owners has helped me gain support for seeking help regarding my mental health as well as being able to take time off or work from home when an episode starts.However I don't feel that the company's stance on mental health is as clear as say something like vision or dental.  There's very much a stigma.
202,2014/8/27 12:57,34,1,46,MN,1,1,1,4,4,1,1,3,3,3,3,3,3,1,2,2,3,2,2,3,1,NA
203,2014/8/27 12:58,41,2,46,FL,1,1,1,2,5,2,2,1,2,2,2,1,4,1,1,2,2,1,1,1,1,NA
204,2014/8/27 12:58,37,2,22,NA,1,1,0,4,1,1,2,1,3,2,2,1,4,3,2,1,1,2,3,1,1,When you are an introvert people don't notice if you are depressed. Its a vicious cycle of sorts.
205,2014/8/27 13:00,34,2,2,NA,1,2,0,NA,2,2,2,2,1,1,1,1,5,2,2,3,3,2,2,3,1,NA
206,2014/8/27 13:02,32,2,45,NA,1,2,1,4,2,2,2,2,2,2,2,1,2,3,1,1,1,2,2,2,2,I've answered 'Yes' on remote working but 50% is the maximum time we're allowed.The branch of the company I work for doesn't offer any medical benefits. It's not as common in the UK as we have the NHS for the moment. There are international branches that may so I've answered 'Don't know'.
207,2014/8/27 13:03,21,2,8,NA,1,1,1,4,5,2,2,1,3,2,2,1,2,2,2,2,2,1,1,3,1,NA
208,2014/8/27 13:04,30,2,46,MA,1,1,1,2,3,1,2,1,3,2,2,3,3,1,2,3,3,2,1,1,1,NA
209,2014/8/27 13:04,24,2,46,KS,1,1,0,1,3,1,2,2,2,2,1,1,1,2,2,2,3,2,2,1,1,NA
210,2014/8/27 13:05,26,2,7,NA,1,1,0,NA,2,1,2,1,1,2,2,2,5,3,1,1,1,2,1,1,1,NA
211,2014/8/27 13:06,40,1,46,DC,1,1,0,NA,3,1,2,3,3,3,3,3,3,2,2,2,3,2,2,3,1,NA
212,2014/8/27 13:06,37,2,45,NA,1,2,0,4,3,1,1,1,1,2,2,1,1,3,1,2,3,2,1,1,1,NA
213,2014/8/27 13:07,26,2,45,NA,2,1,1,2,1,2,2,1,1,2,2,1,1,3,2,1,1,2,1,1,1,NA
214,2014/8/27 13:07,32,1,46,TX,1,2,1,4,5,1,2,2,1,2,2,2,1,3,1,2,2,2,1,2,2,NA
215,2014/8/27 13:07,32,1,46,MA,1,1,1,4,2,1,1,3,3,1,1,3,5,2,2,3,3,2,3,3,1,NA
216,2014/8/27 13:07,27,1,46,MI,2,2,1,4,1,2,2,1,1,1,1,1,4,2,2,2,1,2,2,1,1,Many of these questions were difficult to answer as a self-employed person; I did my best with the available options.
217,2014/8/27 13:08,30,2,18,NA,2,1,1,2,5,2,2,3,3,2,2,3,4,2,2,2,3,1,3,3,1,I tried to answer as good as possible but I am CEO of a company so many questions don't fit very well.Also many of the questions are very US-centric in most systems healthcare is not your employers business.
218,2014/8/27 13:09,31,2,8,NA,2,1,0,NA,5,1,2,3,3,2,1,3,5,2,2,2,2,2,2,3,1,NA
219,2014/8/27 13:09,29,1,46,NY,1,1,1,1,4,1,1,3,1,2,1,1,2,1,2,2,1,2,2,1,1,NA
220,2014/8/27 13:09,41,2,46,VA,1,1,0,NA,3,1,2,3,2,2,2,1,5,3,2,1,2,2,2,1,1,NA
221,2014/8/27 13:12,34,1,46,WA,1,1,0,NA,5,1,2,3,1,2,2,1,3,2,2,3,3,1,1,3,1,One of my coworkers has mental health issues and she's open about them (eg: my enjoyment of this project may be due to my recent change in meds). I believe the response has been generally supportive. We're a very small tight-knit company.
222,2014/8/27 13:12,33,2,45,NA,1,1,0,NA,3,1,2,2,1,2,2,1,1,2,2,3,3,3,3,1,1,NA
223,2014/8/27 13:14,28,2,46,PA,1,1,0,3,5,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1,1,NA
224,2014/8/27 13:15,28,2,46,MI,1,1,1,4,6,1,2,1,3,2,2,3,4,3,2,1,2,2,2,2,1,NA
225,2014/8/27 13:15,23,2,46,PA,1,1,0,1,3,1,2,2,2,1,1,1,1,2,2,1,3,2,3,3,1,A strong mind goes a long way. Stay strong. Take some time off to help. Its all in your head. 
226,2014/8/27 13:18,24,2,46,OR,1,1,0,NA,1,1,2,2,1,1,2,3,5,2,2,3,3,1,3,3,1,Would you bring up a mental health issue with a potential employer in an interview?Poignant.
227,2014/8/27 13:18,32,2,46,WA,1,1,0,3,1,2,2,1,3,2,2,1,4,2,2,2,3,2,1,3,1,NA
228,2014/8/27 13:19,34,2,1,NA,2,1,0,4,1,2,2,2,2,3,3,1,2,3,3,1,1,2,1,3,1,NA
229,2014/8/27 13:21,24,2,46,PA,1,1,0,1,5,1,2,3,2,2,1,1,5,1,2,2,1,1,1,3,1,NA
230,2014/8/27 13:22,26,2,45,NA,2,1,1,4,1,1,2,1,3,2,2,1,1,1,2,2,2,2,1,3,1,NA
231,2014/8/27 13:22,36,2,46,OH,1,1,1,4,3,1,2,3,1,2,3,1,1,1,2,2,2,2,1,1,2,NA
232,2014/8/27 13:23,41,2,46,TX,1,1,1,3,4,2,2,3,3,2,1,1,1,1,1,2,1,1,1,2,1,I found it difficult to answer all of the questions effectively as many of them would depend on the nature of the mental health issues as some seem more socially accepted than others. For some people telling your current supervisor that you have a history of bi-polar disorder might be easier than telling a potential employer that you have a history of compulsive gambling. They might both be bits of irrelevant information (past behavior and not indicators of future behavior). However western culture pushes us to appear as capable as possible to our supervisors in pursuit of excellence in our work. Providing information that could create a negative bias seems like a more genuine and yet more risky approach to the discussion.
233,2014/8/27 13:24,38,2,45,NA,1,1,1,4,6,1,1,2,2,1,1,1,4,3,2,1,1,2,1,2,1,NA
234,2014/8/27 13:24,38,2,46,NH,1,1,0,4,3,2,2,2,2,2,1,1,1,1,1,2,3,2,1,2,1,NA
235,2014/8/27 13:26,30,2,29,NA,1,1,0,NA,3,1,2,2,1,1,1,3,3,2,2,2,2,2,2,3,1,NA
236,2014/8/27 13:26,25,2,45,NA,1,1,0,1,3,1,2,1,1,2,2,1,2,3,1,1,1,2,1,2,1,NA
237,2014/8/27 13:27,37,2,8,NA,1,2,1,2,3,1,2,3,3,2,1,1,1,1,2,2,2,2,3,1,1,NA
238,2014/8/27 13:29,34,2,45,NA,1,2,0,NA,5,1,2,1,1,2,2,3,2,2,2,2,3,2,3,2,2,NA
239,2014/8/27 13:29,37,1,46,NC,1,2,1,4,6,1,1,3,3,3,3,3,3,2,2,2,2,2,1,3,1,NA
240,2014/8/27 13:31,28,1,8,NA,1,2,1,4,5,1,1,3,3,3,3,3,1,2,2,2,3,2,2,2,2,NA
241,2014/8/27 13:31,22,2,42,NA,1,1,0,NA,5,1,2,2,1,2,2,1,1,2,2,2,3,1,1,2,1,NA
242,2014/8/27 13:32,34,2,46,FL,1,2,1,4,1,1,2,1,1,2,2,1,2,1,2,2,2,2,1,2,2,NA
243,2014/8/27 13:32,33,2,46,CA,1,2,1,4,3,1,2,3,3,3,3,3,3,2,2,2,3,2,2,1,1,NA
244,2014/8/27 13:33,25,2,40,NA,1,1,0,NA,5,1,2,1,1,2,2,3,2,1,2,2,3,2,3,2,1,NA
245,2014/8/27 13:34,27,2,46,GA,1,1,0,1,6,2,2,3,3,1,1,3,3,2,2,2,3,1,1,3,1,NA
246,2014/8/27 13:35,40,2,46,OH,1,1,1,4,6,2,2,3,3,3,3,3,1,3,1,1,1,2,1,2,2,I have only discussed my mental illness with close family members. I feel completely uncomfortable discussing with anyone at my place of employment as I am concerned it would have negative consequences.
247,2014/8/27 13:35,21,2,46,KY,1,1,1,2,5,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,NA
248,2014/8/27 13:37,29,2,45,NA,1,1,0,NA,5,1,1,1,1,2,2,3,5,2,2,3,3,1,3,3,1,NA
249,2014/8/27 13:37,32,2,46,NC,1,2,1,4,1,2,2,1,1,2,2,1,1,1,2,3,3,2,3,1,1,NA
250,2014/8/27 13:38,29,1,46,NY,1,2,1,3,4,2,1,3,3,3,1,3,1,1,2,2,1,1,3,1,1,NA
251,2014/8/27 13:39,23,2,46,AL,1,2,1,4,3,2,1,2,1,2,1,3,3,1,2,2,2,2,3,3,1,NA
252,2014/8/27 13:40,28,2,46,GA,1,2,0,NA,2,1,2,3,1,2,1,3,3,2,2,2,3,2,1,3,2,NA
253,2014/8/27 13:42,31,2,46,CA,1,2,1,3,2,2,2,3,3,3,1,3,5,2,2,2,3,2,1,3,1,NA
254,2014/8/27 13:44,27,2,45,NA,1,1,0,NA,2,1,1,2,2,1,1,2,5,1,1,3,3,2,2,1,1,NA
255,2014/8/27 13:44,24,2,46,VA,1,1,0,4,5,1,2,2,1,1,1,1,1,2,2,3,3,1,1,1,1,NA
256,2014/8/27 13:46,29,2,8,NA,1,1,0,2,5,1,2,1,1,2,2,1,2,3,2,1,1,2,1,1,1,NA
257,2014/8/27 13:47,23,1,45,NA,1,1,1,4,5,1,2,2,2,1,1,1,1,1,1,2,2,2,1,3,1,NA
258,2014/8/27 13:47,42,2,46,WA,1,1,0,1,5,2,2,1,3,2,3,1,3,2,2,2,3,2,2,3,1,No benefits at this organization but my employer/direct supervisor has had positive and constructive conversations with me about physical and mental health. Supervisor offered solutions advice time/energy to get help if I ever felt that needed it. (though it would have to be at my own expense). I feel safe sharing personal info with this particular person/company but this environment is the exception rather than the norm in my 15+ years as a tech worker. I would never feel safe enough to reveal info about any mental health concerns with any previous employers in the tech industry for fear of  negative perceptions job loss performance dings etc. 
259,2014/8/27 13:48,24,2,45,NA,1,1,0,NA,1,1,2,1,1,2,2,1,1,3,2,2,2,2,3,2,1,NA
260,2014/8/27 13:49,25,2,1,NA,1,2,1,2,5,1,2,1,3,2,2,2,4,3,1,1,1,2,3,2,2,NA
261,2014/8/27 13:49,27,1,46,TX,1,1,1,3,5,1,2,3,1,2,2,3,1,1,1,3,1,2,1,1,1,NA
262,2014/8/27 13:52,27,2,8,NA,1,1,0,4,5,2,2,1,3,2,2,2,4,3,3,2,2,2,1,2,1,NA
263,2014/8/27 13:52,30,2,46,FL,1,1,1,4,2,2,2,3,3,2,3,3,1,2,2,3,3,1,2,3,1,NA
264,2014/8/27 13:53,29,2,34,NA,1,2,1,3,5,1,2,1,3,2,2,3,4,1,2,2,2,2,3,2,1,NA
265,2014/8/27 13:53,43,2,8,NA,2,1,0,NA,5,2,2,1,2,2,2,1,3,1,2,3,3,3,3,1,1,NA
266,2014/8/27 13:53,32,2,46,NV,1,1,0,NA,5,1,2,1,3,2,1,1,5,2,2,2,3,2,1,1,1,NA
267,2014/8/27 13:54,41,2,46,AL,1,1,1,4,3,2,2,3,3,1,2,1,5,2,2,3,3,3,3,3,1,I think I am very lucky in my workplace. Our CEO has a degree in psychology.
268,2014/8/27 13:54,32,2,45,NA,2,2,1,4,1,2,2,2,2,1,1,1,5,1,1,3,2,1,1,1,2,Some of these questions were difficult to answer as being self-employed they didn't all apply to me.
269,2014/8/27 13:55,37,1,46,CA,1,2,1,2,3,1,2,3,3,2,2,3,1,1,2,2,2,2,3,1,1,NA
270,2014/8/27 13:55,32,2,46,CO,1,1,0,1,5,2,2,1,1,2,2,1,5,2,2,3,3,2,2,1,1,NA
271,2014/8/27 13:55,30,2,22,NA,2,1,0,4,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,NA
272,2014/8/27 13:56,23,1,46,MN,1,2,1,1,2,1,1,3,1,1,1,3,1,2,2,2,3,1,1,3,1,NA
273,2014/8/27 13:56,30,2,46,NJ,1,1,0,NA,6,1,2,3,3,3,3,3,5,2,2,2,3,2,2,3,1,NA
274,2014/8/27 13:59,34,2,45,NA,1,1,0,4,3,1,2,1,3,2,2,1,3,1,1,3,2,2,2,1,1,NA
275,2014/8/27 13:59,38,2,46,PA,1,1,1,3,3,2,2,3,1,2,2,1,1,3,2,1,1,2,1,2,1,NA
276,2014/8/27 14:01,33,2,8,NA,1,1,0,NA,2,1,2,3,1,3,3,3,1,2,2,2,3,2,2,1,1,NA
277,2014/8/27 14:01,34,2,46,MO,1,1,0,NA,3,1,1,3,1,2,2,1,1,1,2,2,1,2,2,1,1,NA
278,2014/8/27 14:01,28,2,10,NA,1,1,0,4,5,1,2,1,3,2,2,1,3,1,1,1,2,2,2,1,1,NA
279,2014/8/27 14:03,28,2,46,MN,1,1,1,3,2,1,1,3,3,3,1,1,5,1,2,2,2,2,2,3,1,NA
280,2014/8/27 14:03,23,2,46,PA,1,2,0,4,2,1,2,2,1,2,1,1,1,1,2,2,1,2,1,2,1,NA
281,2014/8/27 14:03,22,2,1,NA,2,2,1,4,5,2,2,2,2,3,3,1,3,1,2,2,3,2,3,2,2,NA
282,2014/8/27 14:06,27,2,35,NA,1,1,0,1,5,1,2,1,1,2,2,3,1,3,2,1,1,2,1,1,1,It's a small startup in a small city in a small country.
283,2014/8/27 14:10,18,2,46,TX,1,1,1,4,5,1,2,2,1,2,1,1,1,3,2,1,1,2,1,1,1,NA
284,2014/8/27 14:10,35,2,46,NY,1,2,1,4,3,1,2,3,3,2,2,3,2,3,2,1,2,2,1,1,1,NA
285,2014/8/27 14:10,25,2,8,NA,1,1,0,NA,2,1,1,2,2,2,2,1,1,2,2,2,2,2,3,2,1,NA
286,2014/8/27 14:11,27,2,45,NA,1,2,1,4,5,1,2,1,1,2,2,3,3,1,1,3,3,3,3,3,1,Hi Ed it's Paul Dragoonis. I have Aspergers/High Functioning Autism :-)
287,2014/8/27 14:11,26,1,46,WA,1,2,1,3,6,1,2,3,2,1,1,1,1,1,2,2,2,2,2,1,1,NA
288,2014/8/27 14:11,18,2,46,WA,1,1,0,1,3,1,2,2,2,1,1,1,5,2,2,2,2,2,1,3,1,NA
289,2014/8/27 14:13,38,1,46,TX,1,1,1,4,1,1,2,1,3,2,2,1,1,2,1,2,1,2,2,1,2,The form of mental health problem that I suffer is anxiety.
290,2014/8/27 14:13,26,1,46,TX,1,2,1,3,6,2,2,3,3,3,1,1,3,1,2,2,1,2,2,1,1,NA
291,2014/8/27 14:13,30,2,43,NA,2,1,0,1,1,1,2,1,1,2,2,2,3,2,2,3,3,2,2,3,1,NA
292,2014/8/27 14:14,35,2,46,CA,1,1,0,1,6,1,2,2,1,2,1,1,1,3,1,2,2,2,2,1,1,NA
293,2014/8/27 14:15,45,2,46,NY,1,2,1,4,6,1,2,3,3,1,1,3,1,1,2,2,2,2,1,1,1,NA
294,2014/8/27 14:15,32,2,46,CA,1,1,0,1,6,1,2,3,1,2,1,1,1,1,2,2,2,2,2,1,1,NA
295,2014/8/27 14:15,56,2,46,NA,1,1,1,1,6,1,2,3,2,1,1,1,1,2,1,3,2,2,1,1,1,NA
296,2014/8/27 14:16,24,1,46,CA,1,1,0,NA,4,1,2,2,2,2,1,1,1,1,1,2,1,2,1,2,1,NA
297,2014/8/27 14:18,30,1,46,SC,1,2,1,4,3,1,2,3,3,3,1,1,5,2,2,3,3,2,3,3,1,NA
298,2014/8/27 14:18,60,2,46,CA,1,1,0,NA,6,1,2,3,1,1,3,1,1,2,2,2,3,1,1,3,1,NA
299,2014/8/27 14:18,33,2,46,CA,1,2,1,4,6,1,2,3,1,3,3,1,1,3,2,1,1,2,1,1,1,NA
300,2014/8/27 14:19,37,2,46,NY,1,1,0,1,6,1,2,3,3,3,3,1,1,2,2,2,3,1,1,1,1,NA
301,2014/8/27 14:19,23,1,46,NY,1,1,1,4,6,1,2,3,3,3,3,1,1,2,2,2,2,2,2,3,1,NA
302,2014/8/27 14:20,31,1,46,CA,1,1,1,4,6,1,2,3,2,1,1,3,3,2,2,3,3,2,2,3,1,NA
303,2014/8/27 14:20,26,2,46,MA,1,1,0,3,2,1,2,3,2,2,1,1,1,2,2,2,3,2,1,1,1,NA
304,2014/8/27 14:21,28,1,46,WA,1,2,1,2,2,2,1,3,3,3,3,3,3,3,2,2,3,2,2,3,1,NA
305,2014/8/27 14:21,37,1,46,CA,1,1,1,3,6,1,2,3,3,1,3,1,3,2,2,2,3,2,2,3,1,NA
306,2014/8/27 14:22,26,2,8,NA,1,2,1,2,5,1,2,3,1,2,1,1,1,1,2,2,2,1,1,3,1,NA
307,2014/8/27 14:22,30,1,46,IL,1,2,1,3,3,1,2,3,2,2,2,1,3,1,2,2,3,2,2,1,1,NA
308,2014/8/27 14:22,26,2,46,IN,1,1,0,NA,3,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,NA
309,2014/8/27 14:22,25,2,46,OR,1,1,0,NA,3,2,2,2,2,2,1,1,1,2,2,2,3,2,2,1,1,NA
310,2014/8/27 14:23,27,2,46,TN,1,1,0,4,2,1,2,3,2,3,3,1,1,1,2,2,3,2,1,1,1,The thought of going through my employer directly to get help is fucking scary.Getting help is the hardest part of getting help.
311,2014/8/27 14:23,25,2,8,NA,1,1,1,2,5,2,1,2,1,2,1,1,2,3,1,1,1,2,1,1,1,NA
312,2014/8/27 14:24,35,2,46,OR,1,1,1,3,2,1,2,3,2,1,3,1,1,2,2,2,3,2,2,1,1,NA
313,2014/8/27 14:25,36,2,46,WA,2,1,1,1,1,1,2,1,3,2,2,1,3,1,2,2,3,2,2,3,1,NA
314,2014/8/27 14:25,26,2,46,CA,1,2,1,4,6,1,2,3,2,2,1,1,1,3,2,1,1,2,2,2,1,NA
315,2014/8/27 14:26,27,2,46,CA,1,2,0,NA,6,1,2,2,1,1,1,1,5,2,2,3,3,1,1,3,1,Don't know because I haven't checked not because it's difficult to find out. If you didn't have the don't know option I would've looked up the answer.
316,2014/8/27 14:27,30,2,46,VT,1,1,0,NA,5,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,1,NA
317,2014/8/27 14:27,29,2,46,NY,1,1,0,NA,2,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,NA
318,2014/8/27 14:27,25,2,46,UT,1,1,0,1,6,1,1,3,3,3,3,3,5,2,2,2,3,1,1,3,1,NA
319,2014/8/27 14:27,22,1,46,NY,1,2,1,2,6,1,2,3,3,3,3,3,3,1,2,1,2,2,2,3,2,NA
320,2014/8/27 14:28,29,2,26,NA,1,1,0,NA,3,1,2,1,3,2,2,1,3,1,1,2,2,2,2,1,1,NA
321,2014/8/27 14:28,41,2,46,SD,1,2,1,3,2,2,2,3,3,1,3,3,3,2,2,2,3,1,1,3,1,NA
322,2014/8/27 14:28,29,2,46,CA,1,1,1,4,6,1,2,3,1,2,1,1,1,3,2,2,2,2,1,2,1,NA
323,2014/8/27 14:28,32,2,46,OR,1,1,0,1,4,1,2,3,2,1,3,3,3,2,2,2,3,1,1,3,1,NA
324,2014/8/27 14:28,24,1,46,CA,1,2,1,4,6,1,2,3,3,2,3,3,1,1,2,2,1,2,1,1,1,NA
325,2014/8/27 14:29,25,2,46,CA,1,1,1,3,5,1,2,3,1,1,2,1,1,1,2,1,1,2,2,1,1,NA
326,2014/8/27 14:30,25,2,46,CA,1,1,0,NA,6,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,NA
327,2014/8/27 14:31,30,1,46,CO,1,1,0,1,6,1,2,3,3,3,3,3,3,1,1,1,2,2,2,1,1,NA
328,2014/8/27 14:31,25,2,46,CA,1,2,1,4,6,1,2,2,2,1,3,1,1,2,2,3,3,2,2,3,1,NA
329,2014/8/27 14:31,30,2,46,OH,2,1,0,1,1,2,2,1,3,2,2,1,1,1,2,2,2,2,1,1,1,NA
330,2014/8/27 14:32,33,2,18,NA,2,2,1,3,1,1,1,1,1,2,2,1,2,3,3,1,1,1,2,3,2,NA
331,2014/8/27 14:32,24,2,46,WA,1,1,0,NA,3,1,2,3,2,3,3,3,5,2,2,2,2,2,1,3,1,NA
332,2014/8/27 14:33,25,2,8,NA,1,2,1,4,6,1,2,3,3,2,1,1,1,3,1,2,1,2,2,2,1,NA
333,2014/8/27 14:34,31,2,46,OH,1,1,0,NA,2,1,1,2,1,2,2,3,3,1,2,1,1,2,3,2,1,NA
334,2014/8/27 14:37,45,2,22,NA,2,1,1,2,1,1,2,1,1,2,2,1,4,2,2,1,1,2,2,1,1,NA
335,2014/8/27 14:37,29,2,36,NA,1,1,0,NA,5,2,1,1,3,2,2,1,1,1,1,2,2,1,1,2,1,NA
336,2014/8/27 14:37,46,2,46,WA,1,1,0,1,3,1,2,3,2,3,1,1,5,2,2,2,2,1,1,1,1,NA
337,2014/8/27 14:38,30,2,45,NA,1,1,1,4,3,1,2,2,1,2,1,1,1,3,1,1,1,2,1,1,1,NA
338,2014/8/27 14:38,29,1,46,CA,2,1,0,4,6,1,2,3,2,1,2,1,5,1,1,2,2,2,2,1,1,NA
339,2014/8/27 14:38,24,2,46,MA,1,1,0,NA,6,1,2,3,3,1,1,3,1,3,2,1,1,2,1,1,1,I think there might be some bugs in my thought but I haven't sought treatment because they're not worse than annoying and I worry about having the label.
340,2014/8/27 14:38,29,2,46,WA,1,1,0,NA,3,1,2,3,3,3,3,3,5,2,2,2,3,2,1,3,1,I think a lot of our policy is based on a situation that occurred in the past 5 years. A very public mental illness happened with a coworker that unfortunately ended negatively. It was definitely a catalyst to talking about our options but the overall sentiment of it being OK to take time off talk with your supervisors etc. has always been there. It's a great company.
341,2014/8/27 14:38,35,2,46,MI,1,1,0,NA,3,1,1,2,2,2,1,1,1,2,2,3,3,2,2,2,1,NA
342,2014/8/27 14:39,33,1,46,WA,1,2,0,4,3,2,2,1,3,2,2,1,4,3,1,2,2,2,1,2,1,NA
343,2014/8/27 14:39,27,2,46,CA,1,1,0,4,6,1,2,2,2,1,1,1,5,3,2,1,1,2,1,2,1,Regardless of a stated lack of negative consequences for discussing mental health issues with coworkers/superiors unconscious bias is a very real thing - as long as I don't *need* to inform my co-workers my mental health issues do not need to be public knowledge.
344,2014/8/27 14:41,36,2,46,IA,1,1,0,NA,6,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,NA
345,2014/8/27 14:41,33,2,45,NA,1,1,0,3,1,2,2,2,1,2,2,1,1,3,1,1,1,2,1,2,1,NA
346,2014/8/27 14:44,25,1,46,WA,1,2,1,4,3,1,2,3,3,2,2,3,1,2,2,2,3,2,2,1,1,NA
347,2014/8/27 14:45,23,2,46,AL,1,2,1,4,2,1,1,2,1,2,2,1,1,2,2,3,3,1,3,1,1,YOU MAY WANT TO THROW OUT MY ENTRY.I answered all of these questions with the assumption that Attention Deficit Disorder is considered a mental illness and with ADD in mind.
348,2014/8/27 14:45,54,2,46,CA,1,2,1,1,6,1,2,2,1,3,3,1,1,2,2,1,3,2,2,1,1,NA
349,2014/8/27 14:47,22,2,46,CA,1,1,0,4,6,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,NA
350,2014/8/27 14:47,25,3,46,CA,1,2,1,4,6,1,2,3,3,1,1,1,1,1,2,2,2,2,2,3,1,NA
351,2014/8/27 14:49,29,2,4,NA,1,1,0,2,5,1,1,2,1,2,2,1,1,1,2,3,3,1,1,1,1,In Belgium we have all medical care so perhaps some question are not relevant
352,2014/8/27 14:49,27,2,46,MA,1,1,1,4,6,1,2,3,3,3,3,3,1,2,2,1,1,2,3,3,1,NA
353,2014/8/27 14:51,30,2,45,NA,1,1,0,1,5,1,2,1,1,2,1,1,5,2,2,2,3,2,1,3,1,A co-worker recently had mental health issues and my employer was very reasonable with them I don't know the full story but I do know that he was given ample time off and eased back in to the work place.
354,2014/8/27 14:52,26,2,46,CA,1,2,1,2,6,1,2,3,2,1,3,1,1,1,2,2,1,2,2,1,1,NA
355,2014/8/27 14:52,25,1,42,NA,1,2,0,4,5,1,2,3,3,3,2,1,3,2,2,2,3,2,2,2,1,NA
356,2014/8/27 14:53,31,2,46,CA,1,1,1,4,4,1,1,1,3,2,1,3,1,2,2,2,1,2,2,2,1,NA
357,2014/8/27 14:54,33,2,46,IN,1,2,1,4,3,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,NA
358,2014/8/27 14:54,34,2,46,WA,1,2,1,4,6,1,2,3,3,1,3,3,1,1,1,1,1,2,2,1,1,NA
359,2014/8/27 14:57,34,2,46,WA,1,1,1,4,2,2,2,1,1,2,2,1,3,3,3,2,2,2,1,1,1,NA
360,2014/8/27 14:58,29,2,46,IN,2,1,0,NA,1,2,2,1,3,2,2,3,5,2,2,3,3,1,1,3,1,NA
